,UID,nClick,nOpen,nSend
2824,49B1E840-8732-4D11-94E9-6CBF39B1C6B5,0,4,0
2825,C1539D75-2D66-4F46-B3DF-6DBB088CC160,0,3,0
2826,6D525979-24D2-4C95-BA99-712C4EC1EAC3,0,6,0
2827,280E146E-7A5E-4573-8E52-740C3647470C,0,2,0
2828,61FF9729-4D65-435F-8BEB-752B43E51460,0,2,0
2829,4ABCA125-7B6A-4062-9941-7625ABC07CB3,0,6,0
2830,1B93B6F5-DE38-476D-9646-77F36098E433,0,2,0
2831,991E50F2-1ECC-4A10-9785-7A8CBD33DE6A,0,2,0
2832,AC9CBC16-D782-4361-89CB-7BFD622E7CB2,0,1,0
2833,AF3A9216-1817-47B1-957A-7C1437372195,0,8,0
2834,02CE6909-2153-4F2C-BD3E-7F3CECA2D75B,0,3,0
2835,2623450E-B008-487C-821A-80725007C792,0,2,0
2836,EAE09483-1445-477C-A228-8210D0A5FAB3,0,8,0
2837,1F19F8AF-EAA1-4B3C-AF5E-8233EB02A932,0,5,0
2838,5A1E8CC4-5CC6-4DB9-99CA-84F62643A083,0,6,0
2839,117C4F9C-0491-4F56-9C29-85F0E4D75901,0,4,0
2840,DA770E18-C902-49F9-BE90-85F85A7B2F25,0,2,0
2841,3CAFE779-3A5C-483D-AB6D-87FB4ADA9962,0,2,0
2842,37FC7885-6B4A-403B-80FA-8A60B3B980CF,0,7,0
2843,7F5ECE08-0F31-4DE1-8A01-8C635B00F02D,0,1,0
2844,4F8C2666-E4CF-4FE8-85D1-8D815C321B69,0,2,0
2845,8D881646-488E-41EA-B3FE-913F121F333E,0,5,0
2846,88887FA3-129D-4355-AC3C-92F782F69674,0,2,0
2847,942DE082-521A-47AE-8B95-93D027C2BAB0,0,1,0
2848,46766883-7314-42D2-8A17-94E937C41348,0,2,0
2849,0469B009-9DCD-4C6B-A46E-959A1678CE53,0,1,0
2850,AD979C65-DF5F-4A7F-BCA5-99E5B212DAE2,0,1,0
2851,C3D720C2-BB07-4491-9F2D-9AD046C0E2EE,0,2,0
2852,33C97FEA-5BEF-4152-9AC4-9C3E334C74E9,0,2,0
2853,64046AA1-214B-47A9-9002-A465831C606E,0,6,0
2854,82AA33C2-7995-4F9B-A347-A4FEEF2CA546,0,4,0
2855,2B5DAEAE-43A1-416B-B5A0-A824861FFE62,0,2,0
2856,F05C7830-B962-4886-BFC6-AE5ACD128EF1,0,3,0
2857,DE35234F-0055-468D-9B32-AEA472385BC8,0,1,0
2858,7797AE42-1633-4156-B54F-AEF5DD334947,0,6,0
2859,2C823749-6936-497F-ADF9-B173068EF587,0,5,0
2860,44F6E62E-1A16-42CC-AAE9-B17D1C42A920,0,6,0
2861,96E3D33D-9C99-4CFF-9224-BD4BAEB13D26,0,2,0
2862,8DB518E7-2602-4466-91BB-BE957183C993,0,4,0
2863,CECFA01F-6EEA-4182-B567-BFD6B28CECF6,0,3,0
2864,E4559776-7C83-472B-8813-C0A348C88412,0,8,0
2865,CDBFE054-A533-401E-A37D-C3FE3F2D1582,0,4,0
2866,7CC2D14D-8645-4490-AABC-C5720861263F,0,4,0
2867,03F30E35-7DF5-4756-8221-CB0A2A63C578,0,4,0
2868,F0AD2C27-B905-4A6A-A090-CD384A613277,0,2,0
2869,AABCD80B-B2BD-4529-9282-D67B3540BB01,0,2,0
2870,55E05891-EAFB-4E0B-9B58-D7E7D23AE809,0,4,0
2871,0F5A9E1F-7CE8-465F-B638-D7F3CB2CE65B,0,1,0
2872,DB799F8B-BE7F-4FE4-9CEE-DA7DC00D9987,0,4,0
2873,C415F443-A789-496D-8C86-DABA80819011,0,6,0
2874,E83996D8-5126-40A0-A7C5-DBBEC1536207,0,1,0
2875,DA6E31D3-FCF7-42A3-BBE8-DD5E2F75EC69,0,2,0
2876,86532405-3A2F-45F9-A257-E1CA2F485DB0,0,4,0
2877,0131D82C-B8FB-436F-AFF7-E4B68B7BB458,0,2,0
2878,FAE2F64A-A6BA-4D63-AA5C-EC657535EA17,0,2,0
2879,13752554-8E49-4183-88E3-EDA08DCE6945,0,3,0
2880,3697DE10-6C63-4B0A-9125-EECEE3F6A9AE,0,4,0
2881,78EBD736-059D-4CDF-998A-F1F5C6591829,0,1,0
2882,B8EBCABE-21C5-4C72-8CED-F312AF136052,0,4,0
2883,994BA172-E3ED-49E8-BA5A-F5038B6D0BE4,0,2,0
2884,69AD407D-42BC-48C2-8393-F7B3F945860A,0,2,0
2885,016A5EBA-03FD-46E2-9905-F9A834383771,0,1,0
2886,07E005CD-AA19-4FDC-9B50-13E08563C879,0,2,0
2887,7DC053BF-AACD-435E-A692-36D8099A5C3E,0,6,0
2888,0E30DB19-83E4-447C-96A6-0B3B4A6E076F,0,4,0
2889,1096F11B-0E2A-456C-9DB0-1980B057EE39,0,2,0
2890,A83C553D-BF4D-4203-AB9A-2558FEAB3238,0,4,0
2891,75885E4A-0FCF-42ED-9C88-094CE8A349EE,0,2,0
2892,9726FD68-38FC-4CB8-A64D-0D3AA89C312C,0,3,0
2893,5B600FE8-63D9-4E02-B3C3-0B2FE47F5457,0,1,0
2894,1710DD9B-AF61-4F46-A637-1264557E68A8,0,8,0
2895,FCE48FC2-F2A0-4668-8F6C-037F720B55C1,0,2,0
2896,1ED2D0C4-979B-4736-8BFF-2EEDF49EE6E8,0,6,0
2897,E77D10E9-72BE-4F92-A3EC-3A13437EEABF,0,4,0
2898,02BF849A-2E34-4F15-8164-36B99DCF5E31,0,6,0
2899,C937A52D-FE95-49A6-8AD2-00C9EE97DDA3,0,9,0
2900,41C856E9-5EEB-4C10-B853-17374C58559C,0,3,0
2901,78C4CBFC-EFA9-41F3-9E81-30CA1BA6B21A,0,2,0
2902,8F25F900-2A2A-4947-B993-3A279DC78ED3,0,2,0
2903,AB27D864-23FB-45F2-B715-2D40A66D18AB,0,2,0
2904,11D640DC-927F-43D2-8D69-352D202E0216,0,4,0
2905,C2B874A7-DE0D-4921-9DED-0504884AB246,0,6,0
2906,E80E3B12-551E-47AA-ADF6-1470102C0F9B,0,8,0
2907,0FA32D11-1FF8-4175-BBBE-1B8148B9C53C,0,2,0
2908,EF338757-294D-4017-8911-15A4C15FEF0F,0,2,0
2909,2744C2B4-60BB-49A2-841E-08C9EF6ED5EC,0,4,0
2910,60A9DA36-74E0-4E67-9599-0C875CA5EDFA,0,2,0
2911,07267B30-7BD4-41F5-BCA6-328B4EB9E273,0,2,0
2912,79076919-8D80-4BD6-BECF-110D8E1FCA36,0,2,0
2913,7338E93B-64E2-463A-9DD9-0AB044458F91,0,3,0
2914,FCA9FE6E-EB85-4328-BFE2-2124727A39E3,0,4,0
2915,00147721-F47B-496A-ABDF-27102FDC7377,0,4,0
2916,63D68040-EADB-43E4-BA71-34DC8D6048B2,0,2,0
2917,74D54753-D021-4E7C-BE98-108CC99B2103,0,9,0
2918,5FEDE3EA-AEC2-4A3D-B01A-36C87B50B897,0,6,0
2919,64D28122-690A-4D4D-A12F-3DA773F35F01,0,2,0
2920,AE126108-2212-4642-89DC-46A98E6AE295,0,2,0
2921,CE421345-C54E-4F94-9CA2-4B64CE499333,0,2,0
2922,DF845A3A-02BA-4337-B324-4E8B4E41ABF3,2,2,0
2923,A9C10439-B5DF-494A-92C7-4E8BA2B6C8BB,0,1,0
2924,28C7939D-483A-4CE8-8F02-50F47FD2F798,1,1,0
2925,70272931-9520-4458-AEA8-518E9CE613E9,0,1,0
2926,78118322-38E2-42D8-ABC1-53977E6DB3EE,0,3,0
2927,C6FEA3E4-93E0-4A74-B8E0-5734320CC16F,0,4,0
2928,6F43B7A3-09E9-44BC-9B69-58A35213052A,0,2,0
2929,C4DBE300-BF70-45FD-80D1-5A533C005A69,0,2,0
2930,8322B59F-DB78-4DF1-835B-5C963A39319F,0,2,0
2931,E4BBFCA7-755C-4584-8A4E-665905037135,0,1,0
2932,0C618600-28C8-4EA7-87E9-66F0B8895B5E,0,2,0
2933,80BE9193-E4E0-49C1-B425-6AFFEBF8B074,0,2,0
2934,38D112E1-F163-42FD-B24F-6E408CFE72CA,0,7,0
2935,E41F7B1A-EED1-4CC0-AA32-7069427A5410,0,2,0
2936,F7955156-C36C-43BD-8295-70EA06E3A2B8,0,6,0
2937,885EB7F0-8CDB-4EF8-A219-72176740763B,0,5,0
2938,6C8C2843-25E9-453A-A994-727016B552FA,0,2,0
2939,A8904673-D685-4C65-9650-77409FD842A1,0,9,0
2940,2A04A923-E43B-493E-9F48-78942A9E179D,0,2,0
2941,1BDF3593-E944-43B6-BD1D-7D74626876B8,0,1,0
2942,E6828E45-0558-4E57-BFA1-80B05A168B8D,0,1,0
2943,2A8CF423-8466-4109-BEDC-823885F97CAE,0,2,0
2944,6C889CD1-F36A-4B34-8F12-833840B1D7C2,0,3,0
2945,881596EC-538C-44B5-A41F-8C32716F99FD,0,9,0
2946,529B9689-A02A-44D9-81D4-902C4BA40DA3,0,6,0
2947,E7320994-774C-4CD2-A039-95D146C2F149,0,6,0
2948,4D4A8626-5077-4C42-8DCF-9C06ECE3F300,0,8,0
2949,DDE27A27-2311-4164-ACE6-9D93F80DAAA0,0,6,0
2950,7853EFE7-5042-44BB-809C-9F2D4B75C745,0,2,0
2951,B2C3C238-E063-4C3F-ACB6-A03E4AE4DFDB,0,6,0
2952,F47E77EC-B1D4-4457-B6C8-A2B1333044FC,0,6,0
2953,308CF2D3-22B4-4AD8-BB5C-AAD20061BD96,0,2,0
2954,53728ED1-13DE-4E31-96DC-AB5D6E481C4C,0,3,0
2955,28C1B33D-4F9C-402D-B096-ABA31D7999D9,0,2,0
2956,625F9233-4391-4C83-8E66-B007797DE4B9,0,3,0
2957,13FA6D3B-7638-470D-9E91-B17731B0FEE5,0,2,0
2958,87BF0CD1-9988-442A-A75C-BC32143C5CFD,0,3,0
2959,ADF7BA58-CB14-4E31-8F28-BCF1352C054E,0,1,0
2960,A2C2A6E4-A937-473E-B698-BD3F2701B4E6,0,2,0
2961,39764516-665C-48FA-A2D6-BDCF062F73A6,0,2,0
2962,96082675-D0EE-485E-A5B9-BE9B930F39A0,0,8,0
2963,6199C3F0-56D7-4242-9769-BFA189A840D8,0,6,0
2964,7DF8A51E-AB1C-44F5-AE53-C19EB214CBED,0,3,0
2965,4A834908-A478-4CF3-8892-C400C04F2061,0,4,0
2966,4CA9A5AF-2094-42BD-B808-CE57AC6EF1A0,0,2,0
2967,19699D31-D3CC-4264-B5BC-CFAC84C25680,0,3,0
2968,D015851D-431C-4465-9CC3-CFF1363A7F11,0,3,0
2969,5A50DD78-9429-426F-9237-D5601A5FC918,0,8,0
2970,2468EB92-679C-4B5A-9E53-D5D3FACC1878,0,6,0
2971,00F97C25-C81B-4C90-816B-DCCF893D20EF,0,6,0
2972,98C123BB-4EC7-423B-8BDD-E03B886B6196,2,2,0
2973,61F2B848-B939-4060-A16C-E1E2BC9CAB32,0,2,0
2974,9C0EFDB6-BE54-4F12-AADD-E37AC6387838,0,2,0
2975,989B3B63-25D3-49C2-918E-EC57172C3968,0,3,0
2976,2A842860-9621-4407-A19F-ECDB9C9636C2,0,5,0
2977,C2236486-FC24-4231-AF76-EDEA2AF10B71,0,2,0
2978,25AF035F-FF0A-4027-AED9-F1A3159BDCE1,0,3,0
2979,5451849E-7509-4167-9C92-F2FD56D8F82A,0,1,0
2980,9691E114-AF99-464E-97B1-FBDEB06173A6,0,6,0
2981,0969B869-584C-4DD3-B97D-39DCE3AE65EA,0,4,0
2982,43E5A02A-515E-4389-A838-181389058934,0,2,0
2983,FCA0CA98-401A-4E3D-8DE2-243A7858DD0F,0,2,0
2984,88C057EC-E378-4B76-B2EE-0BBF51417370,0,2,0
2985,4CD4EB14-FE32-4CD3-BCCF-170F9D9C2E1F,0,2,0
2986,6ADD51CF-CD53-405F-9BE9-1208FABDFCC8,0,2,0
2987,B4060A97-7551-460A-A223-049970A8036A,0,6,0
2988,3A69CEAC-16F2-4513-B49C-34EB0BE60D5E,0,2,0
2989,2720650F-3F43-41F4-A128-01CAAB7F1358,0,3,0
2990,1B76A0B3-C46E-443B-9AEE-0953F16282A7,0,8,0
2991,69DDE995-D080-4BE6-A8FF-28E7FCCBBAF0,0,1,0
2992,C13A6FEC-F19B-4099-AA1E-01D3501D60C1,0,1,0
2993,EFA0C4E4-EA65-4D8A-B49D-173DDB6DF2F2,0,4,0
2994,CBAC5315-CB87-444A-B0A6-399EBAB7C58C,0,8,0
2995,E6E428CF-9EBD-49A0-A26A-1F1AAC47A659,0,6,0
2996,E494FA5E-F4C3-4113-8C5F-1E855D3657A2,0,6,0
2997,B6637DC8-7D49-496A-B366-36C8EE952C66,0,4,0
2998,D3F69335-8EB3-4D22-984C-215DD216738A,0,6,0
2999,A0AFC4E4-8C06-499D-97D9-0F543718DB3A,1,3,0
3000,501D4238-569A-4A50-9B39-01B3F56071DC,0,2,0
3001,1D1FC5C4-C6CC-4491-8DF1-2AECD8B015A9,0,5,0
3002,7E5DFA07-C699-4098-A75E-3C78060B0D25,0,2,0
3003,6EABC84B-33D5-4D7C-BDFB-3D60AAE1FF9D,0,6,0
3004,DEDC1A11-9F4B-4AB9-8594-3D8BDDD1824A,0,1,0
3005,BD6555DC-E31A-4BC8-A060-415F98E561EE,0,1,0
3006,12E21CBF-8041-4AF7-BC5B-497E307CDC56,0,2,0
3007,1D66EDDB-316B-4951-BB08-56E211CE16A0,0,4,0
3008,2F86FC79-7746-455F-94B3-598842B65072,0,2,0
3009,451D0353-F3F7-4066-AC74-5C59013CEF76,0,2,0
3010,1443D35E-7E53-4E67-BC2F-5C9BD3F0CD8C,0,6,0
3011,46CE78F2-CB11-4C0D-920A-645192C1013E,0,2,0
3012,87E88B16-D24D-461D-B5B1-6541A0C1E2C3,0,8,0
3013,2E556C49-C61D-4AAD-9016-69B5A725EBCA,0,1,0
3014,116DA1B0-AC20-4DAA-9359-70365284F5C9,0,1,0
3015,5C6B7403-61FB-4890-814F-7C28B7E2A98E,0,8,0
3016,36F7544B-64E1-422E-8104-7F1E9B504065,0,6,0
3017,CD38F841-0472-479D-AD6E-7FDCBC5A9E03,0,2,0
3018,44EDC814-3922-4C65-89B4-811ABE5D6815,0,4,0
3019,E3440F6F-2C1B-4E43-B8D3-840FB761D243,0,2,0
3020,A1273ADE-365D-41AE-82AA-8D7772BD789C,0,2,0
3021,130DABBD-1478-4993-97EB-8F3E783CEE09,0,1,0
3022,D237EAB3-C728-4FC6-A98E-90A703A9030B,0,2,0
3023,C485116C-4F36-470C-B342-9373BED5F2AB,0,2,0
3024,62C7BBF9-E3FB-49A8-8194-957B1A0903A8,0,5,0
3025,2E2ED9BD-CF70-4ABD-8CFE-991AE7F9EC36,0,2,0
3026,A4292412-C2E9-4F06-ABEA-9BBC5814CF4C,0,4,0
3027,2DD4D7E1-682E-4D89-AFF0-9CC710AE3588,0,8,0
3028,FCA3FF9D-DE6C-4C1B-AF2B-A359D233020F,0,6,0
3029,2D4B2D28-E335-4516-B00D-A6C9FDE878DA,0,2,0
3030,9E6F23A6-35DC-4189-817A-B064FB894A8C,0,8,0
3031,26D72019-196E-4A41-B3DC-B1DC31C380E7,0,4,0
3032,1B43715F-F6E8-42D4-B513-B46C15A10780,0,2,0
3033,CDE78BBE-0634-4796-ACDA-B5648E9EF29C,0,2,0
3034,98CC3F1F-A027-4AB7-AD99-B632E8CA83CA,0,1,0
3035,4F0F2FA6-F38F-458F-B1F7-BC6278FED35B,2,4,0
3036,5DD78D40-43CC-42BC-A85D-BE311C4F2358,0,4,0
3037,31BAA3E6-97C5-4800-BF28-C347177F52E9,0,6,0
3038,5DF8618A-693E-4B49-BCAA-C7392A2CEE3F,0,4,0
3039,16405534-CDD3-42DD-B6B1-CC0BE28A6EA6,0,2,0
3040,B9DCB849-4E73-45EE-9CA5-DDA0C9D28935,2,2,0
3041,8B367D21-224B-4637-B20A-EECD5595CAE4,0,1,0
3042,7D8ED296-5A04-4B2F-ADA4-F429DB83DDC5,0,2,0
3043,60A63761-C12A-45E9-AD04-FB92180A946A,0,3,0
3044,2FA6963D-EB25-4F94-91B7-FD77226A6C6A,0,4,0
3045,C1146B17-EF4F-493C-A0E2-1387E3C36FAE,0,1,0
3046,1BE41128-12CB-4683-8A70-2FDF19715B5F,0,8,0
3047,96AE3D1C-35C0-4748-89E9-21F0417F9315,0,2,0
3048,64B69073-B017-477C-80A1-238AF88DC5CD,0,2,0
3049,0C99FCE6-740E-4FE0-9328-3A3325A8EE12,0,2,0
3050,7E77E7CC-51DF-4627-AFEC-04E3F7A0EED8,0,4,0
3051,9D8C37B1-A1CE-43B9-8B42-32B0C6D2AB00,0,2,0
3052,1B3C907C-FC17-49BD-B206-1074758BC0DB,0,1,0
3053,90C58F3B-D8C8-45F7-9766-11D9F0ACEAA8,0,2,0
3054,C43527BF-75C3-41CA-BA0E-064E231265A7,0,4,0
3055,A89D967A-1A59-479A-8476-31C6FEDD9839,0,6,0
3056,D7137D8D-C819-4586-8510-06BA2D900816,0,4,0
3057,C072E0B7-682D-4691-8120-17A72404B159,0,4,0
3058,5DD4381A-1E50-450A-8211-3865C48FB89A,0,2,0
3059,8B73019B-E79C-4AD6-81EB-1D346FB8378F,0,2,0
3060,8F691A0E-EE01-401A-B96F-3A97A4417C0C,0,1,0
3061,6ACD526C-B5F7-43B6-A937-3F87A30FF2C3,0,2,0
3062,61F327CE-DF7F-4753-AD22-4062127A0756,0,2,0
3063,FB893201-74B3-41B2-A9C8-41CA28454F6F,0,2,0
3064,EF5AB52C-5E46-4763-9DD1-49360A025804,0,2,0
3065,DE8443C1-785A-4FE1-8EC2-4C33866AE4C1,0,3,0
3066,027789B2-39BE-4333-978D-4DAD7E3DE2C6,0,8,0
3067,0E1CD77D-CC3C-48D6-B2BB-501D9C4A2E5A,0,6,0
3068,A64B824D-5D9D-4DAD-8C0D-503DEDDE1216,0,4,0
3069,6BC8DC37-FAD1-42C9-8AFC-54350F76BD44,0,1,0
3070,B9C93999-01DC-440C-B17B-575AF469ADA8,0,2,0
3071,63B379E1-A678-42CF-9BD9-57C831C0B635,0,4,0
3072,0C02FDDA-0DC4-4C89-9798-5AC47388183E,0,2,0
3073,39097AF2-580B-4029-B1E5-5C63C41A11EE,0,2,0
3074,2E6F30A6-E77C-4BA2-91AE-5DC349EAFBBB,0,6,0
3075,7634462D-063B-4DBE-9D72-626411485CF1,0,3,0
3076,855F2529-D8A6-4C33-AF78-62B17F08E6C5,0,6,0
3077,CA30E359-997A-4E4D-9D6D-689602FD44C3,0,8,0
3078,1E9589EB-5AB1-4F0B-8538-6C6A7CF399B1,0,9,0
3079,8B1BDF99-50C8-41FD-9A37-6CEF3D9B01E2,0,2,0
3080,260F5681-8D0E-4E4A-BBCA-70F57C29FCEB,0,2,0
3081,25E82B27-E25F-4FDF-A641-7466BEF73C1F,0,4,0
3082,E964DC91-6B86-458A-B641-7593193A9BC9,0,4,0
3083,A30445D2-B520-40A7-96B7-7671A6EB667F,0,2,0
3084,A7D4C48D-BACB-47E2-8342-777F5CE2F293,0,2,0
3085,7EF07275-C510-475A-A169-7A2915797588,0,8,0
3086,DB40A75B-1CB0-4072-8FEE-7FC04FBA0BEA,0,3,0
3087,FDAE473F-50F9-4FAC-8E19-81D446D137C7,0,6,0
3088,A3FC4FC7-F803-4220-B7C0-84FE2D289829,0,4,0
3089,DD405800-D9CC-48B5-BB38-85C1A1C0309E,0,4,0
3090,F1839F0C-2165-4CA0-A511-87024B210EFB,0,2,0
3091,0A2B2D2F-7C17-485C-A838-8A89FFDCA341,0,1,0
3092,E1455602-528A-42C9-98FF-8B819B323248,0,2,0
3093,3A8D1655-5464-40A8-8957-8BF35C1A9BCA,0,1,0
3094,CEC040D1-3487-4F9B-B211-8BFAB846A7B6,0,2,0
3095,564BFBF5-782E-4F77-8374-9249FFEA52AD,0,2,0
3096,4C82EBD7-4BBA-4A63-A69D-93DE4FC0B866,0,4,0
3097,F7A6C9FA-8CB0-400C-AB77-95E86DA94274,0,1,0
3098,AE221523-0205-4CBF-BBD6-97E72899BD45,0,3,0
3099,C46769CA-2CF8-42F2-946B-9C998DF4637D,0,6,0
3100,05C0E2DA-7E4C-4356-BA0C-9F4835F19CE7,0,2,0
3101,814F6A2B-35BE-4FCE-A2A1-9F8EC6152DB1,0,4,0
3102,E56C2335-3087-46A5-ADAD-B49D10CBCCE5,0,4,0
3103,5ECFAF0F-1E49-4CC2-A559-B7740ECFE150,0,2,0
3104,AF523252-0670-45BD-ABEE-B948378E5EAB,0,8,0
3105,4C3FA378-5F6D-4187-B8A0-BDC981195FF4,0,4,0
3106,CA298154-68C9-420E-8F43-BE186A6C303F,0,1,0
3107,57537263-0153-4FE6-9AC3-C235B3066B40,0,2,0
3108,7B26AE4B-60A1-4BE4-B6EE-C2C53CFF6A86,0,2,0
3109,C4ADCD8C-F194-415F-9B56-C30D0879A32B,0,1,0
3110,99066106-2435-400C-8149-C3267812E018,0,2,0
3111,CC07D559-DD90-4C5B-B055-C913038698B1,0,6,0
3112,B4A54807-79A0-43F7-ABC5-CA784D8C4049,0,4,0
3113,DD53C30A-A3F2-449C-AD3B-CAF35AFBED4A,0,1,0
3114,A82C1B1B-425F-4B3F-9C7D-CDAD1E3CA25D,0,8,0
3115,CA7E8D2D-94F7-4BF2-B7BC-D2B8C71746AA,0,3,0
3116,769CDF93-FD53-4DF6-93EC-D381599E7AB9,0,1,0
3117,D2887BC3-3E79-4919-AE81-D6DA9F7C3925,0,2,0
3118,911F139E-5C7F-4193-B28F-D751B632525C,0,2,0
3119,EF3D1ACA-1662-4884-83AD-D89A5657F039,0,6,0
3120,4A284039-6C2C-44E3-A5EB-DB2B94C3BAD7,0,4,0
3121,07BAE178-C87B-43DF-810A-DBAC15FBFD1C,0,2,0
3122,484A93F9-767D-4DE0-930E-DC64503B5995,0,2,0
3123,6146FEBA-7A5B-4834-90A7-DC7B61E4B9B7,0,4,0
3124,49B3DE67-F484-45F8-A4A0-DCEC71B9982A,1,6,0
3125,92DD3807-083C-4D48-B2DB-DE3F9FD33C15,0,3,0
3126,8747A386-83EF-420C-924F-DE8C4AD4DE36,0,4,0
3127,B706A349-A6CF-4F18-B5FE-DFC497CD929B,0,6,0
3128,9DAE935F-2A7F-49E6-B635-ED0BA38CA790,0,5,0
3129,58087DAE-AA85-495E-884F-F28C8D45D174,0,1,0
3130,A8FD5509-45FC-454D-92F7-F527B7B6EE36,0,2,0
3131,BF424524-C4A2-4F8C-AA0D-F6EA9F3381BF,0,2,0
3132,6B16A838-2E96-45FA-A031-F72D32BB93E7,0,2,0
3133,2A6C41B9-2EF6-4CEF-A902-FCAA63C5C1AE,0,1,0
3134,5BAD7C8A-1819-4795-9B50-FD64E52CE7A6,0,4,0
3135,9D02A916-B95F-4B54-9C93-FFA9AE951833,0,4,0
3136,396DE115-87D0-4582-88BE-2031EF4732F1,0,5,0
3137,06CC5732-C574-486A-89F9-0D7D3ECBDE47,0,8,0
3138,75809BB3-58C1-48A3-8FD0-0FC412A0457B,0,1,0
3139,B3A24639-05A2-434D-9E89-0820B5CCD478,0,4,0
3140,B563FC47-8CE3-4F7D-BEC5-0258AEC710A3,0,2,0
3141,1A33489F-AA5B-4181-9916-270DF579A377,0,4,0
3142,88E5F69F-F6C6-4DEC-9FE0-0764AA8FFF98,0,4,0
3143,210FA5D6-BC02-449C-B917-14F502C67A4E,0,2,0
3144,24612B97-EFC9-482D-BBDF-23C16F06750E,0,1,0
3145,CBD4EAA7-F20E-4044-BADD-05C30720EBF9,0,4,0
3146,8E421F16-12EB-4E57-BC4C-0C57A089587D,0,1,0
3147,BB8F32C0-1531-4257-A715-0A230AA14A4B,0,2,0
3148,4BACE6CE-730C-40E6-AE2B-1260E764B58D,0,2,0
3149,2DA7406E-1DEB-48E0-8470-31E12550F5BD,0,2,0
3150,F9A61044-2E7B-4B7A-93B7-34DE553CA013,0,4,0
3151,A26F76CF-6C9D-4EAD-AF74-030D88B7C45E,0,2,0
3152,B3D7F040-D940-4B50-9724-1153A7811A00,0,1,0
3153,35AEDAA0-9B2C-4C33-A358-12AB1E563754,0,2,0
3154,02D20D5F-7A3E-4FFA-A360-013FE5F2AE16,2,2,0
3155,7B192439-CD4E-441C-BE83-01DB53F7F8D0,0,1,0
3156,D59BC928-31E8-44E6-8C5A-2AC1FFC93AE2,0,9,0
3157,092BE083-99CA-40AE-9C97-087A66C4E718,0,4,0
3158,6A691FE2-D11A-4025-86CB-02841807AE95,0,2,0
3159,63D71C14-B296-424A-A760-38BB52DE29A4,0,2,0
3160,F6B8949D-B765-4CEA-BF29-3F1549E8CAEF,0,6,0
3161,93D3A96F-6BE5-47C0-A2C6-41A6C65A820A,0,6,0
3162,EF074CA6-ED18-4A37-9E7F-421EA6B978CD,0,1,0
3163,61F3BDF9-1E10-49AA-89BE-4534BF312ED0,0,2,0
3164,51DECF4F-3951-4E46-BCBA-46A8F2CCB4E1,0,3,0
3165,4F6CE661-EF14-4F77-B4EA-494FB145F6D6,0,2,0
3166,98031A3D-4782-455C-942D-4B2AD8D32964,0,2,0
3167,0CB96C0E-502E-49F1-9AC4-4D14E03819A8,0,8,0
3168,35614238-7EE6-427B-BFB8-4E2C9AECEE0A,0,1,1
3169,D225C265-8D97-409F-BB2B-4F30DE4AF61B,0,2,0
3170,80D89C97-CDD2-415F-8F5A-5036411F4FA1,0,2,0
3171,5F457FAE-2326-4FBD-B05C-5C25367209EC,0,3,0
3172,5FE3F7E0-2E7D-4A0E-AFFB-5D4D92EE75B8,0,1,0
3173,FF9296A7-CB3C-40E0-A8B0-60D7C450A180,0,2,0
3174,75042A96-D0C1-49AF-A0B0-60E8D42392A4,0,4,0
3175,98A7B56B-AD6D-419C-AF5C-61B701639DD5,0,1,0
3176,0FC996B7-7177-45A7-AE1A-66F7A2768201,0,4,0
3177,C04012DA-5A3A-44ED-BF36-68953FD7C655,0,4,0
3178,14586906-0B70-49F4-882A-69A44C8A487F,0,2,0
3179,FBAC2303-5586-4936-9A43-6A90BD59189A,0,6,0
3180,9FD89CAC-98A7-475B-ACDB-7676178911BA,0,4,0
3181,D5B6CD04-6C9C-4C52-882E-77718C7E75E5,0,1,0
3182,A0CA8DF6-166D-4ED3-BB9A-77BC363E0C69,0,7,0
3183,3D61B934-27D7-4AB1-9831-77E64AF607F7,0,9,0
3184,DA38F455-8542-4ED9-8D23-78F3006CC0E9,0,3,0
3185,E9D70AC3-D26A-457C-9034-7F8D7D22F795,0,2,0
3186,A710B020-2970-47B6-BBBC-8015ED8CF6D1,0,4,0
3187,BF907400-902F-46C5-9BDE-826FB18BD694,0,2,0
3188,E9D80E7D-F516-474D-A52B-83CDC1703F2D,0,6,0
3189,AD1F96B4-B4BA-4616-914D-852A2354876F,0,4,0
3190,5E8A455D-D982-40C1-BCE5-87D2C4A662A7,0,6,0
3191,FB359C87-71AB-4A22-B382-8A9667846486,0,2,0
3192,2F520AB8-5E9B-4AF9-BC63-8AD323941880,0,3,0
3193,6AB62C45-F2A8-4B2F-A057-930E2562B64C,0,2,0
3194,D863AD93-E7C5-4BEA-9A9A-99FD2C0997FD,0,4,0
3195,93733696-F23A-484F-801D-A775292B6135,0,6,0
3196,C8601A88-0CDC-4FEE-8336-A7A561FFEDE6,0,2,0
3197,1F496621-75B1-4200-85BC-AA920C4D108E,0,2,0
3198,CCC97164-2AA1-47E5-AE9E-ABFB42C62F68,0,8,0
3199,AAD7F67F-3231-4F7F-A1F1-AF543CF971C9,0,5,0
3200,75EDBA76-1AC2-48BC-81F0-B0AB29744E74,0,2,0
3201,FF7C84BF-480A-4000-AF00-B2DE6666F534,0,2,0
3202,2601D7E4-3933-421C-85D2-B3ABC1E15677,0,2,0
3203,B4917BD1-9847-47C6-A435-B5EDC8AF94B6,0,6,0
